Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A_1 Spectral Count	A_2 Spectral Count	A_3 Spectral Count	B_1 Spectral Count	B_2 Spectral Count	B_3 Spectral Count	C_1 Spectral Count	C_2 Spectral Count	C_3 Spectral Count	D_1 Spectral Count	D_2 Spectral Count	D_3 Spectral Count	E_1 Spectral Count	E_2 Spectral Count	E_3 Spectral Count	A_1 Unique Spectral Count	A_2 Unique Spectral Count	A_3 Unique Spectral Count	B_1 Unique Spectral Count	B_2 Unique Spectral Count	B_3 Unique Spectral Count	C_1 Unique Spectral Count	C_2 Unique Spectral Count	C_3 Unique Spectral Count	D_1 Unique Spectral Count	D_2 Unique Spectral Count	D_3 Unique Spectral Count	E_1 Unique Spectral Count	E_2 Unique Spectral Count	E_3 Unique Spectral Count	A_1 Total Spectral Count	A_2 Total Spectral Count	A_3 Total Spectral Count	B_1 Total Spectral Count	B_2 Total Spectral Count	B_3 Total Spectral Count	C_1 Total Spectral Count	C_2 Total Spectral Count	C_3 Total Spectral Count	D_1 Total Spectral Count	D_2 Total Spectral Count	D_3 Total Spectral Count	E_1 Total Spectral Count	E_2 Total Spectral Count	E_3 Total Spectral Count	A_1 Intensity	A_2 Intensity	A_3 Intensity	B_1 Intensity	B_2 Intensity	B_3 Intensity	C_1 Intensity	C_2 Intensity	C_3 Intensity	D_1 Intensity	D_2 Intensity	D_3 Intensity	E_1 Intensity	E_2 Intensity	E_3 Intensity	A_1 MaxLFQ Intensity	A_2 MaxLFQ Intensity	A_3 MaxLFQ Intensity	B_1 MaxLFQ Intensity	B_2 MaxLFQ Intensity	B_3 MaxLFQ Intensity	C_1 MaxLFQ Intensity	C_2 MaxLFQ Intensity	C_3 MaxLFQ Intensity	D_1 MaxLFQ Intensity	D_2 MaxLFQ Intensity	D_3 MaxLFQ Intensity	E_1 MaxLFQ Intensity	E_2 MaxLFQ Intensity	E_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|P33317|DUT_YEAST	P33317	DUT_YEAST	DUT1	147	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Deoxyuridine 5'-triphosphate nucleotidohydrolase	0.9326	0.998	1	5	5	5	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	2.5858202E7	2.2008568E7	2.8497832E7	2.3524618E7	2.3039736E7	1.9622456E7	2.2145968E7	2.0466104E7	2.1145254E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P33322|CBF5_YEAST	P33322	CBF5_YEAST	CBF5	483	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	H/ACA ribonucleoprotein complex subunit CBF5	1.0	0.9976	3	16	16	16	1	2	1	2	2	0	3	1	0	1	1	1	0	0	1	1	2	1	2	2	0	3	1	0	1	1	1	0	0	1	1	2	1	2	2	0	3	1	0	1	1	1	0	0	1	338304.16	852672.1	842976.3	829972.4	905472.0	903754.4	598861.8	471986.47	300885.47	330950.25	420507.84	439614.25	30398.97	399854.44	392759.78	0.0	511830.03	522146.72	512972.25	560628.7	545986.3	331455.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P33324|YKJ1_YEAST	P33324	YKJ1_YEAST	YKL091C	310	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	CRAL-TRIO domain-containing protein YKL091C	0.9422	0.9954	2	6	6	16	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	2	1	2	1	2	1	1	1	1	1	0	1	1	318846.84	331739.5	334103.22	355606.16	341678.1	350103.4	264809.47	220390.67	159934.89	110576.266	0.0	0.0	0.0	141952.05	80295.625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P33327|DHE2_YEAST	P33327	DHE2_YEAST	GDH2	1092	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	NAD-specific glutamate dehydrogenase	1.0	0.999	34	296	296	296	24	21	20	23	18	23	25	21	20	20	16	20	14	14	17	24	21	20	23	18	23	25	21	20	20	16	20	14	14	17	24	21	20	23	18	23	25	21	20	20	16	20	14	14	17	8.880157E7	8.437376E7	8.197012E7	8.292835E7	8.062934E7	7.8322536E7	9.676512E7	9.607408E7	8.745627E7	8.6838584E7	7.411673E7	8.536899E7	9.119761E7	8.757827E7	8.364721E7	9064008.0	8735923.0	8786889.0	8894584.0	8658336.0	8832156.0	1.0050708E7	1.0418597E7	9402587.0	1.0045499E7	9920368.0	9200181.0	1.0473154E7	1.0079557E7	1.0331173E7	
sp|P33328|SNC2_YEAST	P33328	SNC2_YEAST	SNC2	115	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Synaptobrevin homolog 2	1.0	0.999	2	12	12	12	1	0	1	0	1	0	0	0	1	1	2	2	0	2	1	1	0	1	0	1	0	0	0	1	1	2	2	0	2	1	1	0	1	0	1	0	0	0	1	1	2	2	0	2	1	7066600.5	6208630.0	7529543.5	6378809.0	7040496.0	6443409.0	8370100.5	5242585.5	3484850.5	5020045.5	7022817.5	7073968.0	1014213.1	6362844.5	8422570.0	5299431.5	4950340.0	5708648.0	4987275.0	5455188.5	5043868.5	5647265.0	4285990.5	3158523.0	4065827.0	5003775.5	4992994.5	0.0	4940764.5	6785238.0	
sp|P33329|PPZ2_YEAST	P33329	PPZ2_YEAST	PPZ2	710	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase PP-Z2	0.999	0.9988	3	2	0	9	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	0	0	0	0	1	1	1	0	24183.498	0.0	17771.494	0.0	41938.676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P33330|SERC_YEAST	P33330	SERC_YEAST	SER1	395	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Phosphoserine aminotransferase	1.0	0.999	8	55	55	55	4	5	5	5	4	3	5	3	3	3	4	4	2	2	3	4	5	5	5	4	3	5	3	3	3	4	4	2	2	3	4	5	5	5	4	3	5	3	3	3	4	4	2	2	3	7634674.0	7688731.0	7975705.5	6851486.5	7878321.0	6920865.0	4403255.5	5016903.5	4104269.8	3203050.0	3754697.0	3617207.5	4971727.0	3508002.0	4047866.0	2454317.0	2599250.2	2569442.2	2438639.5	2465044.2	2658299.8	1954611.2	2092018.6	2108612.2	2401608.8	2307932.8	2188518.0	2702079.5	1867706.8	2047058.0	
sp|P33331|NTF2_YEAST	P33331	NTF2_YEAST	NTF2	125	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Nuclear transport factor 2	1.0	0.999	3	47	47	47	5	4	4	5	4	3	4	2	2	1	3	2	2	3	3	5	4	4	5	4	3	4	2	2	1	3	2	2	3	3	5	4	4	5	4	3	4	2	2	1	3	2	2	3	3	1.5467199E7	1.5763118E7	1.5897826E7	1.69674E7	1.565222E7	1.5907274E7	2.030178E7	1.7412604E7	1.8291222E7	1.7972826E7	1.7177926E7	1.7730034E7	1.7996392E7	1.6139922E7	1.632279E7	7903442.5	8378227.0	8445013.0	8559966.0	8030466.0	7744929.0	1.0316153E7	8951400.0	1.0955779E7	9362223.0	1.0313714E7	9339760.0	8909160.0	8331434.5	8215127.0	
sp|P33333|PLSC_YEAST	P33333	PLSC_YEAST	SLC1	303	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	1-acyl-sn-glycerol-3-phosphate acyltransferase	1.0	0.9981	2	10	10	10	1	1	2	2	2	2	0	0	0	0	0	0	0	0	0	1	1	2	2	2	2	0	0	0	0	0	0	0	0	0	1	1	2	2	2	2	0	0	0	0	0	0	0	0	0	192931.25	154994.94	149520.69	201085.94	217787.03	160447.45	0.0	227356.22	0.0	0.0	304976.62	0.0	0.0	286992.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P33336|SKN1_YEAST	P33336	SKN1_YEAST	SKN1	771	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Beta-glucan synthesis-associated protein SKN1	0.7869	0.9926	1	2	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0.0	0.0	144824.55	238817.52	94464.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P33338|SLA2_YEAST	P33338	SLA2_YEAST	SLA2	968	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Protein SLA2	1.0	0.999	8	49	49	49	4	5	5	5	7	9	1	1	2	1	2	2	2	1	2	4	5	5	5	7	9	1	1	2	1	2	2	2	1	2	4	5	5	5	7	9	1	1	2	1	2	2	2	1	2	1389524.1	1178555.0	1502519.0	1282304.2	3324251.8	3006032.0	960382.6	497058.66	824254.9	603635.7	663171.0	713398.2	998391.06	595559.44	385437.78	543903.25	550040.25	537556.56	455880.75	517337.84	506177.22	443628.66	424035.9	426202.1	374937.03	446929.44	405028.53	542021.1	552724.1	0.0	
sp|P33399|LHP1_YEAST	P33399	LHP1_YEAST	LHP1	275	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	La protein homolog	0.9999	0.999	2	16	16	16	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	915644.5	1047356.1	1011857.6	1073642.0	1106841.5	1082686.5	278844.06	395837.3	858481.5	412279.8	388324.1	351106.88	469847.34	485439.1	426290.72	524491.8	594507.4	571037.44	606669.8	615047.3	617995.1	0.0	0.0	486996.6	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P33401|PGM1_YEAST	P33401	PGM1_YEAST	PGM1	570	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Phosphoglucomutase 1	1.0	0.999	7	13	13	50	2	2	1	1	1	1	1	1	0	0	0	1	0	1	1	2	2	1	1	1	1	1	1	0	0	0	1	0	1	1	6	4	5	3	4	4	4	3	2	3	2	3	2	3	2	368840.25	794192.1	310454.7	328299.66	328696.03	414979.38	482665.28	132384.77	0.0	235681.72	0.0	119008.7	148818.17	253300.48	801123.8	313015.56	494988.56	0.0	0.0	0.0	251509.5	302957.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	898301.6	
sp|P33416|HSP78_YEAST	P33416	HSP78_YEAST	HSP78	811	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Heat shock protein 78, mitochondrial	1.0	0.999	23	162	162	162	15	11	12	16	15	17	14	12	11	6	6	11	5	4	7	15	11	12	16	15	17	14	12	11	6	6	11	5	4	7	15	11	12	16	15	17	14	12	11	6	6	11	5	4	7	2.021204E7	2.2257372E7	2.2147814E7	2.2281446E7	2.195828E7	2.2236276E7	2.497229E7	2.1241806E7	1.8981532E7	2.0875962E7	1.7199176E7	1.821465E7	1.9283116E7	1.9042616E7	1.867447E7	3230611.8	3344873.8	3431413.0	3320581.8	3409847.0	3354987.8	3183075.2	3359527.2	2846723.8	3250110.0	3218403.8	3067029.8	3339767.0	3393317.0	3289671.2	
sp|P33420|NIP80_YEAST	P33420	NIP80_YEAST	NIP100	868	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Protein NIP100	0.6815	0.9873	1	4	4	4	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0.0	0.0	1738138.5	0.0	0.0	2135810.5	0.0	0.0	0.0	0.0	871190.75	0.0	1336734.5	1747310.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P33421|SDH3_YEAST	P33421	SDH3_YEAST	SDH3	198	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Succinate dehydrogenase [ubiquinone] cytochrome b subunit, mitochondrial	1.0	0.999	3	30	30	30	3	3	3	3	3	2	2	2	2	2	1	1	1	1	1	3	3	3	3	3	2	2	2	2	2	1	1	1	1	1	3	3	3	3	3	2	2	2	2	2	1	1	1	1	1	2.546379E7	2.9690528E7	2.8775504E7	2.8198198E7	2.923455E7	2.5887324E7	3.2356176E7	2.1701796E7	2.5643768E7	2.2081632E7	1.7467964E7	1.8375718E7	2.6694556E7	2.111833E7	2.8395328E7	2.4367682E7	2.5702144E7	2.4294216E7	2.4200494E7	2.5071494E7	2.4278928E7	2.7720166E7	1.9001154E7	2.2838542E7	8136622.0	0.0	0.0	0.0	0.0	0.0	
sp|P33442|RS3A1_YEAST	P33442	RS3A1_YEAST	RPS1A	255	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Small ribosomal subunit protein eS1A	1.0	0.999	20	217	63	217	16	11	10	14	14	14	18	14	13	15	15	17	17	14	15	5	4	4	5	4	5	5	3	4	4	4	4	4	4	4	16	11	10	14	14	14	18	14	13	15	15	17	17	14	15	1.1502571E8	7.143538E7	1.0736818E8	1.101754E8	1.14939784E8	1.1092565E8	9.909243E7	9.319198E7	1.0395986E8	9.771502E7	1.0573548E8	1.17442856E8	1.19383544E8	1.4595126E8	1.4834027E8	2.9528064E7	3.1086106E7	3.075714E7	3.0379136E7	3.0110576E7	2.8646508E7	3.406283E7	3.1561676E7	2.7091124E7	3.3850028E7	3.5262664E7	3.753252E7	3.817392E7	3.5315468E7	3.6132784E7	
sp|P33734|HIS5_YEAST	P33734	HIS5_YEAST	HIS7	552	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Imidazole glycerol phosphate synthase hisHF	1.0	0.9989	11	19	19	19	2	1	1	1	4	1	3	2	2	0	0	1	0	0	1	2	1	1	1	4	1	3	2	2	0	0	1	0	0	1	2	1	1	1	4	1	3	2	2	0	0	1	0	0	1	5777036.0	6369184.0	6590808.0	5855605.0	5911263.0	6619225.5	1.023439E7	2713151.5	3076655.5	1850719.1	1090712.4	1724319.8	2034299.2	309462.34	1457756.6	2209433.0	1888475.9	2136229.8	1969177.2	1752006.1	2142687.2	2137418.2	1821748.8	1274509.4	1970620.6	2366039.2	2133675.8	1953379.4	0.0	2789971.5	
sp|P33755|NPL4_YEAST	P33755	NPL4_YEAST	NPL4	580	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Nuclear protein localization protein 4	1.0	0.999	4	17	17	17	2	2	1	2	1	1	1	3	2	0	1	1	0	0	0	2	2	1	2	1	1	1	3	2	0	1	1	0	0	0	2	2	1	2	1	1	1	3	2	0	1	1	0	0	0	272273.16	194618.47	175503.38	320913.7	372645.22	317324.47	0.0	1987830.0	0.0	2821823.5	546549.94	2039743.2	1628531.4	1867888.4	1243207.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1651425.2	0.0	1743668.4	0.0	1926686.5	0.0	0.0	0.0	
sp|P33759|RT05_YEAST	P33759	RT05_YEAST	MRPS5	307	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Small ribosomal subunit protein uS5m	1.0	0.999	2	18	18	18	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1267622.4	1853176.2	1166107.2	1308911.1	1246429.9	2084471.0	1801623.0	1093001.5	1022249.4	1869308.5	1659503.8	1367763.8	1535261.8	1206722.0	1075325.2	0.0	1222354.0	0.0	0.0	0.0	1339186.1	1209781.2	0.0	0.0	1273876.4	1122969.8	859883.44	944088.4	0.0	0.0	
sp|P33767|OSTB_YEAST	P33767	OSTB_YEAST	WBP1	430	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1	1.0	0.999	3	18	18	18	4	1	1	2	3	2	1	0	1	0	0	2	0	1	0	4	1	1	2	3	2	1	0	1	0	0	2	0	1	0	4	1	1	2	3	2	1	0	1	0	0	2	0	1	0	1162667.4	854703.5	993827.94	950138.06	989181.56	826876.94	1260997.1	935511.0	740135.2	891019.44	1154239.2	1598194.9	1394352.2	1029854.6	1634651.8	823156.94	0.0	0.0	633232.5	516235.72	460669.97	1115167.4	650482.0	0.0	641207.75	835476.9	1591949.9	1426606.5	885077.7	1843690.0	
sp|P33775|PMT1_YEAST	P33775	PMT1_YEAST	PMT1	817	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Dolichyl-phosphate-mannose--protein mannosyltransferase 1	1.0	0.999	4	19	19	19	1	0	0	1	1	1	3	1	3	1	1	2	1	1	2	1	0	0	1	1	1	3	1	3	1	1	2	1	1	2	1	0	0	1	1	1	3	1	3	1	1	2	1	1	2	1951602.5	2309576.0	2281129.0	2273823.8	2354889.5	2145472.5	2492429.8	2315704.0	2571763.5	1228714.0	1249560.6	2439063.8	1288104.9	1208436.8	2704746.2	1093713.9	1293312.0	1282067.5	1283262.6	1339167.5	1193966.1	939585.75	1004878.56	1092836.9	1129146.9	1138606.9	1063674.4	1186492.8	1113341.8	1185311.5	
sp|P33892|GCN1_YEAST	P33892	GCN1_YEAST	GCN1	2672	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	eIF-2-alpha kinase activator GCN1	1.0	0.999	16	48	48	48	8	5	6	6	5	6	4	1	2	0	1	1	0	1	2	8	5	6	6	5	6	4	1	2	0	1	1	0	1	2	8	5	6	6	5	6	4	1	2	0	1	1	0	1	2	3756116.5	4278042.5	4519607.5	5026865.0	3722329.0	6814355.5	8745959.0	1714843.2	1794630.8	4055204.0	2723524.8	2567373.5	6358823.0	5117721.0	2.7293436E7	4606527.0	4432478.5	4136765.2	4496397.5	3904018.0	4765714.0	3376333.0	2635551.5	2368808.5	2444520.0	0.0	2104753.2	0.0	1581601.4	5241144.0	
sp|P34072|MKS1_YEAST	P34072	MKS1_YEAST	MKS1	584	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Negative regulator of RAS-cAMP pathway	0.7601	0.9914	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	61675.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P34077|NIC96_YEAST	P34077	NIC96_YEAST	NIC96	839	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Nucleoporin NIC96	0.9998	0.999	2	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0.0	225342.97	230917.86	239222.95	265558.84	0.0	0.0	150452.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P34087|RPB7_YEAST	P34087	RPB7_YEAST	RPB7	171	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	DNA-directed RNA polymerase II subunit RPB7	0.9649	0.999	1	7	7	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	577797.94	575401.94	512980.5	646444.4	573652.3	524454.7	313629.44	0.0	410107.34	349306.06	216172.23	162212.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P34160|NCBP1_YEAST	P34160	NCBP1_YEAST	STO1	861	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Nuclear cap-binding protein complex subunit 1	1.0	0.9989	7	29	29	29	4	4	4	5	3	5	1	0	2	1	0	0	0	0	0	4	4	4	5	3	5	1	0	2	1	0	0	0	0	0	4	4	4	5	3	5	1	0	2	1	0	0	0	0	0	3283982.8	2968210.2	3069015.2	3295172.8	3387928.5	2546477.8	2849427.5	3195158.0	2863162.2	2803264.5	1405561.2	1463429.8	985204.6	1271975.2	1204578.2	1010631.06	903437.4	949434.6	1040361.2	1086757.4	1093204.9	1083277.8	921829.3	527607.6	728564.7	917871.1	957327.8	645210.6	730904.25	752473.2	
sp|P34163|TGL1_YEAST	P34163	TGL1_YEAST	TGL1	548	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Sterol esterase TGL1	0.999	0.9986	2	3	3	3	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	12293.374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P34167|IF4B_YEAST	P34167	IF4B_YEAST	TIF3	436	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4B	1.0	0.999	8	44	44	44	6	5	4	4	5	5	4	3	2	2	1	1	1	0	1	6	5	4	4	5	5	4	3	2	2	1	1	1	0	1	6	5	4	4	5	5	4	3	2	2	1	1	1	0	1	4354330.0	3069580.0	2969099.8	3029555.5	2977150.5	3525494.2	3476852.0	3009208.5	2752140.0	1845321.1	1869445.5	991320.56	149069.6	142124.52	1869030.8	1195777.2	1206352.8	1175816.2	1190821.0	1203173.2	1400491.9	1111010.1	1160192.2	1636138.5	1152353.5	936737.7	847026.5	0.0	0.0	554578.4	
sp|P34216|EDE1_YEAST	P34216	EDE1_YEAST	EDE1	1381	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	EH domain-containing and endocytosis protein 1	1.0	0.999	11	83	83	83	11	9	4	7	8	9	3	6	3	3	4	4	4	4	4	11	9	4	7	8	9	3	6	3	3	4	4	4	4	4	11	9	4	7	8	9	3	6	3	3	4	4	4	4	4	5925510.5	5905119.0	5918730.0	6059220.0	6370275.0	5702537.5	2786003.5	3181359.2	2451067.8	3327624.8	2447205.2	2678503.5	2805853.0	4131273.2	2036679.8	1302090.8	1326979.8	1343093.6	1284147.1	1417054.9	1305545.0	1055226.2	1019052.56	1051300.9	1069028.6	1114290.2	1020894.4	872760.7	1081089.2	912748.25	
sp|P34221|PP2C3_YEAST	P34221	PP2C3_YEAST	PTC3	468	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Protein phosphatase 2C homolog 3	1.0	0.999	5	16	16	30	1	2	2	1	2	2	1	0	0	1	1	1	0	1	1	1	2	2	1	2	2	1	0	0	1	1	1	0	1	1	2	3	2	1	3	3	2	1	0	2	2	3	2	2	2	776548.1	1458436.9	1435556.5	1463969.5	707646.75	843320.8	1098660.0	866244.4	583769.44	830059.7	984858.75	972437.25	243061.48	785227.4	1161451.0	0.0	844870.6	864653.6	903861.25	0.0	0.0	684934.56	0.0	0.0	527706.5	626234.7	599424.44	0.0	498671.2	687013.94	
sp|P34222|PTH2_YEAST	P34222	PTH2_YEAST	PTH2	208	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Peptidyl-tRNA hydrolase 2	0.9615	0.9989	1	5	5	5	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P34223|UBX1_YEAST	P34223	UBX1_YEAST	SHP1	423	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	UBX domain-containing protein 1	1.0	0.999	7	51	51	51	3	2	6	4	5	3	4	4	3	2	3	4	2	2	4	3	2	6	4	5	3	4	4	3	2	3	4	2	2	4	3	2	6	4	5	3	4	4	3	2	3	4	2	2	4	3292427.8	2838487.8	3249270.0	3113919.2	3224279.0	3261622.2	3077297.0	3146417.2	1812543.9	3002168.2	2197030.8	3198311.8	1835104.6	2627054.8	2917301.8	1392013.9	1095973.1	1113475.0	1269342.4	1272604.5	1289817.9	1257272.8	1277850.8	787489.94	1230527.8	1690943.2	1593105.9	1659967.8	1076496.2	1449060.6	
sp|P34227|PRX1_YEAST	P34227	PRX1_YEAST	PRX1	261	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Peroxiredoxin PRX1, mitochondrial	1.0	0.999	8	98	98	98	9	6	7	8	9	7	6	7	4	5	5	6	7	5	7	9	6	7	8	9	7	6	7	4	5	5	6	7	5	7	9	6	7	8	9	7	6	7	4	5	5	6	7	5	7	4.4428428E7	4.0674988E7	4.1613292E7	4.4074464E7	4.843671E7	4.1256164E7	3.8903784E7	4.696682E7	2.526393E7	3.8269436E7	4.2973548E7	5.076049E7	5.486927E7	4.6681496E7	5.1279908E7	1.0319923E7	9216265.0	9608266.0	1.0026104E7	1.08943E7	9236488.0	9874433.0	1.0765383E7	5355792.0	1.1236596E7	1.2259007E7	1.3320468E7	1.4260399E7	1.1966638E7	1.271739E7	
sp|P34230|PXA2_YEAST	P34230	PXA2_YEAST	PXA2	853	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Peroxisomal long-chain fatty acid import protein 1	0.9992	0.9951	2	5	5	5	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	370567.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
